"NKp44" "CD117" "CD127" "NKG2A" "CD16" "CRTH2" "CD45" "CD161" "CD56" "NCR2" "KIT" "IL7R" "KLRC1" "FCGR3A.B" "PTGDR2" "PTPRC" "KLRB1" "NCAM1" "All.Events.FSC.A.Mean" "All.Events.SSC.A.Mean"
"T86_P4_A1_ILC3" 1315 714 1440 0 -19 99 1788 1659 538 8.9146083290757 0.268334816214576 10.5230203603401 0.722989599685897 -3.32192809488736 -3.32192809488736 10.0418884964316 10.9165321596974 7.29975070100426 64653 13078
"T86_P4_A10_ILC3" 407 894 1086 -11 -268 3 3467 3450 2649 2.51468350262605 7.14217188755818 8.56301577820547 8.25886411467703 -3.32192809488736 -3.32192809488736 9.57484490059904 9.47919113737344 -3.32192809488736 71256 17240
"T86_P4_A11_ILC3" 285 794 1579 -7 -137 -129 7193 4037 185 9.52188365010147 5.74832902750271 10.6090529245687 9.89832291367137 -3.32192809488736 -3.32192809488736 9.1492142071255 9.95366385099247 -3.32192809488736 77669 18069
"T86_P4_A12_ILC3" 1230 612 1285 -45 -1 42 7074 3087 123 9.60553911542399 8.78494067296497 10.2660371444306 1.31146608341772 -3.32192809488736 -3.32192809488736 9.84112869630956 10.4131592932804 -3.32192809488736 75492 15766
"T86_P4_A3_ILC3" 39 589 1661 -57 89 16 2252 2596 216 -3.32192809488736 4.86772764964626 9.83443663123915 -3.32192809488736 -3.32192809488736 -3.32192809488736 10.1583676036448 10.9855627183176 -1.74074290330235 69675 13904
"T86_P4_A5_ILC3" 889 692 1547 37 -5 -10 1229 1291 168 0.484188898280209 5.24235949841241 9.6838483854098 1.33793913134133 -3.32192809488736 -3.32192809488736 8.89403205330436 11.103549466978 -1.68524669060858 65574 16840
"T86_P4_A8_ILC3" 805 582 1139 -71 22 -52 4630 6526 184 0.291403403330581 0.500000507567135 8.73489665850155 8.0120505328036 -3.32192809488736 -3.32192809488736 8.64313438203286 10.4627498597208 -1.10450232940883 71869 18008
"T86_P4_A9_ILC3" 1789 172 1057 -3 63 10 2092 1805 20 9.26804034775162 8.7382365423877 9.18879400893273 10.4742670037155 -3.32192809488736 -3.32192809488736 7.81207944527251 9.75905981949513 -3.32192809488736 69172 14052
"T86_P4_B1_ILC3" -24 1249 1660 -35 48 45 4064 1497 1147 7.52968625301143 -3.32192809488736 10.028604949383 0.735706868148758 -3.32192809488736 -3.32192809488736 7.06364648478839 10.610086828475 6.74391764888186 69404 14422
"T86_P4_B10_ILC3" 1110 731 1003 -72 -85 51 1802 2040 227 7.80760280947628 7.65805529367454 11.0657777346774 8.60905853628485 -3.32192809488736 -3.32192809488736 8.19994233250612 11.2523162574722 -3.32192809488736 65678 21976
"T86_P4_B12_ILC3" 1548 575 1563 -29 39 -21 4275 3798 207 -3.32192809488736 6.42386955734178 9.82869852752968 8.62587183457568 -3.32192809488736 -3.32192809488736 8.30269941269155 11.0801937819509 -1.59597529322055 62525 16978
"T86_P4_B3_ILC3" 8 547 983 -49 23 4 3220 1971 65 -0.138508696769041 7.36785025204329 8.80955961562887 0.195632173375725 -3.32192809488736 -3.32192809488736 8.99710397453712 11.0084295359266 -0.775125166184749 67082 11165
"T86_P4_B4_NK" -14 49 15 1659 26 103 1613 1015 6357 -3.32192809488736 -1.35747171038242 0.794606301338194 10.6346119401888 -3.32192809488736 -3.32192809488736 9.21806436808554 9.36838983127328 5.60405103040981 70691 18637
"T86_P4_B5_ILC3" 976 538 1148 9 -182 48 5467 2016 4748 8.69997255008505 7.87669331090135 9.3702362485866 1.94168605058417 -3.32192809488736 -3.32192809488736 9.30817025364457 9.49288884962778 -0.865217019428475 67358 13024
"T86_P4_B6_ILC3" 2016 689 1069 -25 -48 49 2395 1551 381 -3.32192809488736 7.02984686134573 10.8770227446386 9.62737781897785 -3.32192809488736 -3.32192809488736 9.12808222721996 11.0741121030409 -1.45996171713549 80115 18684
"T86_P4_B7_ILC3" 2298 840 1003 -92 -70 -78 2587 2012 332 9.59951677107341 7.36489774340378 10.6394196051802 7.20877133278847 -3.32192809488736 -3.32192809488736 9.76464158623727 9.91491462677091 -2.19529018875231 71006 13059
"T86_P4_B8_ILC3" 1097 889 1323 -23 -32 107 2365 1916 2045 9.13147094902658 6.28667717415413 9.83397929068795 8.71204789011414 -3.32192809488736 -3.32192809488736 9.98728118083734 10.0700812252338 -0.457131442118972 69266 14909
"T86_P4_B9_NK" -27 88 136 2602 -88 130 3169 2267 8959 1.45989049144564 -3.32192809488736 4.5524950058623 9.03198053023414 -3.32192809488736 -3.32192809488736 9.4274232258342 10.16706595687 8.79563876215109 79212 15271
"T86_P4_C1_ILC3" 3129 761 1489 -29 98 -19 7182 6175 1879 9.49356595582768 8.71949169287989 9.58980649771762 -0.107001884848836 -3.32192809488736 -3.32192809488736 9.69014231916508 11.6133786997431 8.24206361701011 81793 20569
"T86_P4_C10_ILC3" 363 743 1681 -38 108 105 1988 4633 412 2.15524409649956 8.44989482930288 10.4285898212683 9.65404818788046 -3.32192809488736 -3.32192809488736 9.31889728560022 10.3253778309455 -3.32192809488736 80001 18097
"T86_P4_C11_ILC3" 576 668 1296 -35 -53 15 3833 1704 253 9.42464263319557 8.75697215194624 10.4565391929997 5.34832424991912 -3.32192809488736 -3.32192809488736 7.9799238720864 9.6177335355487 -3.32192809488736 67815 15688
"T86_P4_C12_ILC3" -66 602 1169 -39 -134 91 2168 3153 254 -0.0187247781193081 8.58659168428357 10.0675589960897 7.57664601411489 -3.32192809488736 -3.32192809488736 9.32679522022742 10.7682508399227 -3.32192809488736 70838 22360
"T86_P4_C2_ILC3" 784 821 748 0 112 34 1979 1889 52 1.89623079542415 -3.32192809488736 8.8624900966585 -3.32192809488736 -3.32192809488736 -3.32192809488736 7.13559167205144 11.1600402887454 -3.32192809488736 66051 11089
"T86_P4_C3_ILC3" 1247 873 1087 3 -46 69 2824 804 462 -3.32192809488736 4.83808567096623 9.98581541753489 0.655639801032254 -3.32192809488736 -3.32192809488736 8.92957081421438 1.94136199522393 -3.32192809488736 74069 21711
"T86_P4_C4_ILC3" -79 707 1008 3 -31 189 1925 4285 369 -3.32192809488736 6.405027784361 8.66278244603853 -3.32192809488736 -3.32192809488736 -3.32192809488736 4.68755821499983 10.6597893114856 -3.32192809488736 70045 27692
"T86_P4_C6_ILC3" 2040 1109 1303 -54 -47 -31 3188 2920 1007 8.84968731902861 7.36701898191109 9.47651681707466 8.27530708282034 -3.32192809488736 -3.32192809488736 9.86968424661309 11.1722147282284 -2.12271184181111 64789 16387
"T86_P4_C7_ILC3" 415 762 1573 -58 74 52 4655 3181 230 -0.0121983753872049 -0.156873988029513 7.89772820801256 -3.32192809488736 -3.32192809488736 -3.32192809488736 8.73541524301038 9.83576326182278 1.75370409166379 69708 13242
"T86_P4_C8_ILC3" 2300 635 927 -47 -118 -60 1474 4086 4871 7.36198698441811 0.289126330865567 11.2048993831582 6.73667041254999 -3.32192809488736 -3.32192809488736 8.61514280951851 10.4568527741935 7.19045764567456 69270 18015
"T86_P4_C9_ILC3" 2481 511 794 -29 -121 36 2526 4322 311 5.48524833042255 7.59083268273175 10.5956171505463 -3.32192809488736 -3.32192809488736 -3.32192809488736 9.96180684029549 11.6601181386292 -3.32192809488736 73708 18820
"T86_P4_D1_ILC3" 1289 1129 1525 -48 -11 49 4099 2423 2513 7.85534529263521 7.09248327706683 9.66627199654298 8.49371291138526 -3.32192809488736 -3.32192809488736 10.1023505642631 9.39669468230671 -3.32192809488736 66292 15701
"T86_P4_D10_ILC3" 1145 693 735 -41 19 30 1834 2601 37 -3.32192809488736 -3.32192809488736 10.9777764301456 7.99142627178393 -3.32192809488736 -3.32192809488736 10.0794370887137 11.3115129443783 -3.32192809488736 61435 15631
"T86_P4_D11_NK" 32 -3 161 3249 -22 -70 4288 1097 8892 -3.32192809488736 0.416510004347257 8.7357885644455 9.86129610182177 -3.32192809488736 -3.32192809488736 9.87055976698128 8.45323294323589 6.6341441626012 70123 17514
"T86_P4_D12_ILC3" 955 435 1027 -23 98 -3 2756 1880 1149 -3.32192809488736 8.20571903167357 10.9709205486144 1.62849294356656 -3.32192809488736 -3.32192809488736 7.18333484731993 12.2773914250941 -3.32192809488736 58248 10568
"T86_P4_D2_NK" 10 88 60 2133 -143 4 2652 919 8142 -3.32192809488736 -0.551691646089317 -3.32192809488736 10.3381926560912 -3.32192809488736 -3.32192809488736 9.5933494017973 9.55588642092383 4.4158479662573 73283 17300
"T86_P4_D3_ILC3" 1343 1004 1102 -7 47 47 4543 2699 339 8.88860421073675 7.69846874341164 9.91576032544553 8.15014071356923 -3.32192809488736 -3.32192809488736 9.56637654526667 10.1082445499642 -3.32192809488736 67968 13386
"T86_P4_D5_ILC2" -19 82 852 -24 -76 1174 4757 2412 159 -3.32192809488736 -3.32192809488736 9.27395774880282 -3.32192809488736 -3.32192809488736 -3.32192809488736 7.70348059890155 11.1056777742647 -3.32192809488736 64868 12059
"T86_P4_D6_ILC3" 898 1093 1027 -55 -132 4 2023 3044 1300 7.57020944924349 1.14506571794433 7.7975551256155 1.69079498901031 -3.32192809488736 -3.32192809488736 8.15999708651994 11.3910139704506 -0.174602823289815 56047 10228
"T86_P4_D7_ILC3" 648 427 907 -16 2 39 1740 2221 88 -3.32192809488736 -0.693887892126904 9.42882163242482 2.03922422858434 -3.32192809488736 -3.32192809488736 6.70250279363823 9.91417676118452 0.147427387540959 54306 9617
"T86_P4_D8_ILC3" 5 323 1822 -38 -51 158 2227 4233 165 -3.32192809488736 7.84763661746299 8.78961684152619 -3.32192809488736 -3.32192809488736 -3.32192809488736 7.79492704950905 11.0895820043562 -3.32192809488736 68872 25729
"T86_P4_E1_ILC3" 227 632 906 -12 32 47 1434 2426 222 9.40934091656678 7.43828362000656 9.94899814321402 9.98009431400059 -3.32192809488736 -3.32192809488736 8.48886524240539 10.3714670235792 -1.17972389228778 69503 9587
"T86_P4_E10_ILC3" 270 609 759 -30 -9 96 1630 3903 125 -3.32192809488736 5.65786834211843 11.0319986547992 3.12030763579603 -3.32192809488736 -3.32192809488736 9.21622935112037 10.3154522162736 -3.32192809488736 72772 15702
"T86_P4_E11_ILC3" 2511 348 1186 -16 -144 100 5340 4938 827 9.90264632888457 8.16809861733036 8.50370955998592 9.37325252256129 -3.32192809488736 -3.32192809488736 9.28340414096233 11.1428848375189 -0.459198742942992 67311 16451
"T86_P4_E12_ILC3" 1756 504 1207 6 81 67 4882 3709 327 6.23292101254159 2.6847359603015 8.89609811521906 8.23252161121322 -3.32192809488736 -3.32192809488736 7.92861992702182 8.8404373881246 -0.188200971031374 70435 15146
"T86_P4_E2_ILC3" 2759 710 882 -8 -47 -134 4797 2399 1556 8.75540031661966 4.75612759916197 9.15417345166175 0.922724510453464 -3.32192809488736 -3.32192809488736 8.4893063855269 10.2056621318879 -3.32192809488736 68968 20689
"T86_P4_E3_ILC3" 3466 938 676 -58 0 -54 3162 4062 3552 8.70441911765593 8.00656313035662 10.4719613717902 -0.37264242195917 -3.32192809488736 -3.32192809488736 10.2010349298221 10.7738609485775 0.670882817350883 79446 16503
"T86_P4_E4_ILC3" 1955 502 817 25 -84 -28 3942 2454 260 9.32977756936477 7.67476657185477 10.5580373606553 10.2605673997678 -3.32192809488736 -3.32192809488736 8.58892935677031 11.0601856643803 -3.32192809488736 70307 17268
"T86_P4_E5_ILC3" 2115 284 1209 -10 78 90 5416 451 139 9.64268249154175 -1.63610102764681 10.4355120734823 8.92998459721894 -3.32192809488736 -3.32192809488736 10.0708395769022 8.55822303374427 -2.03246771907584 67664 12483
"T86_P4_E6_NK" 404 97 194 2334 -458 100 2793 1252 10631 -0.0333517971895454 5.79606091353597 9.13970644104918 9.58706934415374 -3.32192809488736 -3.32192809488736 10.6688688200716 9.56560193616122 8.29015158333977 78110 21681
"T86_P4_E7_NK" 11 62 55 1026 -140 55 2225 815 5499 -0.47698968380784 -3.32192809488736 0.636552889088142 11.0321437533505 -3.32192809488736 -3.32192809488736 8.70159894106317 10.5189426958785 8.4649687194774 69399 19168
"T86_P4_E8_ILC3" 866 411 848 -11 -63 -82 9203 444 127 8.32542509378893 7.76230584176879 8.16341200485534 9.63009883382613 -3.32192809488736 -3.32192809488736 9.44639161227307 2.4837557845338 -1.07374787508785 70323 15283
"T86_P4_E9_ILC3" 1328 380 984 2 100 -61 5077 2267 269 8.10426920489486 6.22586326789211 10.1999383624636 8.51606538295126 -3.32192809488736 -3.32192809488736 7.7011496854872 12.0886418699963 -3.32192809488736 73718 16579
"T86_P4_F1_ILC3" 788 937 1468 -37 -1 20 2101 2844 776 -0.237325237362004 7.51376511421156 9.90460632942603 8.19726175668415 -3.32192809488736 -3.32192809488736 7.15596396211495 11.1421180989013 -3.32192809488736 71384 15957
"T86_P4_F10_ILC3" 1274 471 1124 -40 -38 -39 4807 3734 2244 9.88449976259314 7.38512937605581 9.45176618984937 7.87378927358276 -3.32192809488736 -3.32192809488736 9.27289253905985 12.0078186312791 5.2034932338816 69214 26142
"T86_P4_F11_ILC3" 1119 607 781 9 -64 116 3010 3268 225 8.31010956114049 7.70878147254838 9.35140346843513 7.92361340851262 -3.32192809488736 -3.32192809488736 9.39799589696261 8.64997815438518 -3.32192809488736 64635 15684
"T86_P4_F12_ILC3" 1728 679 732 -13 118 19 3048 2010 270 8.9724209715072 6.07871697897431 10.1908459586202 -3.32192809488736 -3.32192809488736 -3.32192809488736 8.13934829576746 9.37985309240958 -1.83085523190859 59408 14760
"T86_P4_F2_ILC3" 1186 880 727 7 20 35 2417 4841 1846 7.75891367843943 6.91141865141789 9.36813016800002 7.93765950715553 -3.32192809488736 -3.32192809488736 9.85193990121366 9.6525140706356 -3.32192809488736 78644 20426
"T86_P4_F3_ILC3" 3050 993 957 -60 -254 -53 5583 3698 2704 8.63468347034744 7.57869940296504 10.142628735427 8.3385368864134 -3.32192809488736 -3.32192809488736 9.51123284695782 10.0285154143279 6.89726389742702 71176 16573
"T86_P4_F4_ILC3" 1591 617 1135 87 -103 19 3907 3379 984 -3.32192809488736 8.10995189210591 9.25615639660133 9.11096056378893 -3.32192809488736 -3.32192809488736 7.29152307765372 8.62684653569339 6.92694175886646 65604 21700
"T86_P4_F5_ILC3" 1605 267 813 22 -74 46 4525 4019 132 -0.54634342204492 -1.34716643182656 8.34665241535814 -3.32192809488736 -3.32192809488736 -3.32192809488736 8.71565424598723 10.0241743893938 -3.32192809488736 70829 14220
"T86_P4_F6_ILC3" 507 591 1344 -46 -24 129 1515 3798 280 -3.32192809488736 7.97719485306268 8.28843011647349 6.56772904439339 -3.32192809488736 -3.32192809488736 9.46355678193961 11.2587222406758 -3.32192809488736 65455 19240
"T86_P4_F7_ILC3" 3492 769 1456 -41 -73 30 5748 4564 570 9.07877781075951 6.81428224422347 9.29885737322305 8.46216427214521 -3.32192809488736 -3.32192809488736 8.91391022949623 9.74099437845795 8.9690932178856 73094 19227
"T86_P4_F8_ILC3" 1661 1114 2224 -58 -32 83 3025 1702 474 8.34494067432523 9.10007913084356 9.91623119301023 -3.32192809488736 -3.32192809488736 -3.32192809488736 8.65329711009564 10.5855487862787 -3.32192809488736 76505 17292
"T86_P4_F9_ILC3" 447 253 1449 14 89 98 3088 1650 215 7.97371111735181 8.26217612367334 10.6427466959017 3.47572626858048 -3.32192809488736 -3.32192809488736 9.0689057188731 7.634808760876 1.2226387124693 67710 16091
"T86_P4_G1_ILC3" 371 964 1690 -37 67 95 3062 3470 362 1.22431986136585 6.49433725724154 7.79494552637863 7.93882753816271 -3.32192809488736 -3.32192809488736 7.047128327005 7.61636067303739 -2.13227977858786 72841 16743
"T86_P4_G10_ILC3" 2833 844 996 -73 12 -57 5772 6476 1244 8.51128899178207 3.64554911635981 9.1896649318165 9.90255750237962 -3.32192809488736 -3.32192809488736 8.79265355012809 9.58753551755947 -3.32192809488736 70426 15899
"T86_P4_G12_ILC3" 283 929 699 17 -149 29 1885 3972 299 -3.32192809488736 7.81934871953948 8.70195471244939 -3.32192809488736 -3.32192809488736 -3.32192809488736 8.93917986002116 9.89291758838169 -0.945375355810614 83014 16878
"T86_P4_G3_ILC1" -4 15 1466 -8 -16 -48 4974 2004 41 0.332782832516497 -0.362290687475035 10.1718311961123 -3.32192809488736 -3.32192809488736 -3.32192809488736 8.57869963095544 11.5785063280752 -1.79428115622696 52029 11837
"T86_P4_G5_ILC3" 524 485 1081 -16 37 68 3648 2163 113 -3.32192809488736 -3.32192809488736 9.69068925820899 0.115702740002951 -3.32192809488736 -3.32192809488736 0.73460222844516 10.4562665064952 -3.32192809488736 69448 13633
"T86_P4_G6_ILC3" 1700 512 882 -18 -92 143 1996 1228 3960 8.32592883140141 -1.52066157804411 10.142500614157 -3.32192809488736 -3.32192809488736 -3.32192809488736 8.9151415578339 8.75614830352131 -1.23857463696934 68512 23079
"T86_P4_G8_ILC3" 4 793 1612 0 19 17 3810 2984 413 0.425727301210937 7.47228649083889 9.16344186649583 -3.32192809488736 -3.32192809488736 -3.32192809488736 7.01695288645397 10.033418469169 -3.32192809488736 65575 8787
"T86_P4_G9_NK" 9 162 129 1326 -227 76 2581 1652 3827 1.02260412457928 -3.32192809488736 4.82555899453107 8.15580770797742 -3.32192809488736 -3.32192809488736 7.67461534824877 11.7463755733021 7.40758691778597 70378 14969
"T86_P4_H10_ILC3" 1770 730 898 -38 -85 19 3972 1842 344 8.33495833877791 7.42478145908224 9.79893286987888 -3.32192809488736 -3.32192809488736 -3.32192809488736 8.60519172538339 10.338991381496 -3.32192809488736 71656 20788
"T86_P4_H11_ILC3" 762 805 971 1 47 -72 2759 1230 351 -3.32192809488736 -0.128538002397446 9.7334777539179 -3.32192809488736 -3.32192809488736 -3.32192809488736 9.00897197189852 11.6284915233995 -3.32192809488736 61583 9932
"T86_P4_H12_ILC3" 38 554 1749 -50 98 -54 2110 2456 308 0.846050144448429 -1.06082795398483 10.362614420106 -3.32192809488736 -3.32192809488736 -3.32192809488736 5.37485715136068 9.99844616866862 -1.8139492204486 54991 9146
"T86_P4_H2_ILC3" 34 855 1050 -26 -177 -23 3394 1382 5882 1.88717822663894 7.82184492084787 9.03924939926625 -3.32192809488736 -3.32192809488736 -3.32192809488736 10.0245169230134 -3.32192809488736 5.57108330233414 67948 11111
"T86_P4_H3_ILC3" 1547 384 846 -29 46 -13 2899 3756 197 10.1040563214152 0.166410895733588 9.59998968456323 -3.32192809488736 -3.32192809488736 -3.32192809488736 7.76676404517646 9.59805686297278 -3.32192809488736 66832 13225
"T86_P4_H4_ILC3" 1422 399 1651 15 81 91 3546 2003 505 -3.32192809488736 8.48516505919915 11.1723699487408 -3.32192809488736 -3.32192809488736 -3.32192809488736 6.48816417221433 -3.32192809488736 -3.32192809488736 70160 17709
"T86_P4_H5_ILC3" 24 496 744 -51 10 8 1929 628 166 -3.32192809488736 -1.48306028455512 8.72753528913137 8.98089031516168 -3.32192809488736 -3.32192809488736 9.66739955963792 9.98505276517627 -3.32192809488736 54877 9590
"T86_P4_H8_ILC3" 186 525 1552 -60 -242 71 4136 3779 3554 0.4141331930124 8.96571738149268 10.7704962787818 -3.32192809488736 -3.32192809488736 -3.32192809488736 9.42125457261964 10.9895555245141 -3.32192809488736 64464 18968
